Name,URL,Photo,Description,Members
Unity 3D Atlanta User Group,https://www.meetup.com/Atlanta-Unity-3D-Developers-Meetup/,https://secure.meetupstatic.com/photos/event/a/0/8/9/600_460181097.jpeg,"About the Group

Unity is the most widely used tool to build games and has the largest platform support. We are a group of game developers with a range of skill levels, from professionals to beginners, who are looking for learning and networking opportunities. We also like to show off our work and get play testing feedback.

Group meetings generally consist of a 30-60 minute presentation following by networking and game demos.

Join our Facebook Group (https://www.facebook.com/groups/unityatlanta)

Follow our Steam Curator (http://steamcommunity.com/groups/atl-unity#curation)

Join our Slack Group (https://goo.gl/qZHs5d)

Would you like to present?

We are always looking for speakers and presenters for future meetings, and would really like to hear about your idea for a presentation. Please fill out this form and one of our organizers will get back to you soon! We meet on the first Thursday of each month at the SCAD Atlanta Digital Media Center at 7:30 PM

Submit a Presentation Idea (http://bit.ly/UnityAtlantaSpeakers)",718
Go User Group Atlanta,https://www.meetup.com/Go-Users-Group-Atlanta/,https://secure.meetupstatic.com/photos/event/3/0/0/7/600_447912295.jpeg,"Go Users Group Atlanta is a meeting place for people interested in developing and promoting the local Go development community.

Many of us hang out in #golang (https://tech404.slack.com/messages/golang) on Tech404 (http://tech404.io)",714
Georgia Startup: Idea to IPO,https://www.meetup.com/Georgia-Idea-to-IPO/,https://secure.meetupstatic.com/photos/event/b/c/5/d/600_461268221.jpeg,"Entrepreneurship permeates the culture of Silicon Valley - the innovation capital of the world.

The advent of the Digital Age has democratized innovation and entrepreneurship.

Never before has it been more possible for anyone from anywhere, with a great idea and a burning desire to succeed, to make it big, and in the process, change the world in a relatively short period of time. HP, Intel, Apple, Microsoft, Cisco, Oracle, Yahoo, eBay, Amazon, Google, Facebook and many, many, many other iconic companies all started with just an idea. Taking a startup from idea to IPO has taken on mythical proportions in Silicon Valley and beyond. Many dream the dream, with hopes of launching the ""next big thing"".

We are a community of entrepreneurs, technologists, engineers, venture capitalists, angel investors, educators, financial professionals, corporate executives, attorneys, academics, bloggers, writers, content creators, and social activists. Our mission is to provide entrepreneurs with the knowledge, guidance, tools, and connections they need to succeed.

Our goal is to build a strong, vibrant, collaborative entrepreneurial community with deep, lasting business and social relationships throughout Silicon Valley and beyond.",708
Metro Atlanta Bloggers,https://www.meetup.com/MetroAtlantaBloggers/,https://secure.meetupstatic.com/photos/event/7/1/9/d/600_433349085.jpeg,We are currently updating our purpose for this group and who should join. Please stay tuned.,700
Agile Atlanta,https://www.meetup.com/Agile-Atlanta/,https://secure.meetupstatic.com/photos/event/a/8/2/a/600_465643050.jpeg,"This group is for people that are interested in both ""Doing Agile"" and ""Being Agile"".",694
Atlanta MongoDB User Group,https://www.meetup.com/Atlanta-MongoDB-User-Group/,https://secure.meetupstatic.com/photos/event/4/e/d/0/600_448880176.jpeg,"This group is a place for developers to learn more about MongoDB, an open source, document-oriented, nosql database. If you are facing challenges with MySQL or Postgres or Oracle and want to explore a more flexible, scalable alternative, please join us at one of our monthly sessions.",678
Atlanta Analytics Meetup,https://www.meetup.com/Atlanta-Analytics-Meetup/,https://secure.meetupstatic.com/photos/event/4/3/e/6/600_216257382.jpeg,This is a group for anyone interested in meeting others in the digital measurement space to share knowledge and experiences.,675
Atlanta Microsoft Business Intelligence Users,https://www.meetup.com/Atlanta-Microsoft-Business-Intelligence-Users/,https://secure.meetupstatic.com/photos/event/b/a/9/f/600_450347775.jpeg,"Meet other local Business Intelligence (BI) fans and experts to discuss the Microsoft BI Platform (mostly SQL Server (http://www.microsoft.com/en-us/sqlserver/default.aspx) and Power BI (https://powerbi.microsoft.com/), but also SharePoint (https://products.office.com/en-us/SharePoint/collaboration) and Office (https://products.office.com/en-us/home)). Unless otherwise announced, we usually meet on the last Monday of every month (unless there is a holiday conflict). Our attendance is often between 50 and 75 professionals.

This user group encourages networking.

• Work: If you are looking for Microsoft BI work (employee or contract) or have offers for Microsoft BI work (from hiring managers to recruiters), we welcome your attendance and offer you the chance to describe your situation during the meeting.

• Technical Help: If you have a difficult or easier technical question about business intelligence, please bring that question to the meeting -- our speakers and audience have many experts.

• Sponsors: We are always looking for meeting sponsors, who provide food and drink in exchange for time to present what their company does: we have had consulting firms, technology creators, and recruiters among our recurring past sponsors.

To learn more about Microsoft Business Intelligence: http://www.microsoft.com/en-us/server-cloud/solutions/business-intelligence/default.aspx

To learn more about Power BI: https://powerbi.microsoft.com/

http://photos1.meetupstatic.com/photos/event/d/d/9/0/600_440876720.jpeg

Our main user group webpage is at http://atlantabi.sqlpass.org/ which has its own independent RSVP app if you plan to eat.

Our chapter is one of many in-person and virtual PASS Chapters: we encourage you to join the free PASS organization http://www.sqlpass.org/ and attend our sister PASS chapter focusing on SQL Server relational technology http://atlantamdf.com/

http://photos3.meetupstatic.com/photos/event/2/f/d/d/600_434532253.jpeg

Like us on Facebook: https://www.facebook.com/AtlantaMicrosoftBusinessIntelligenceUsers",675
AMDEV - Atlanta Microsoft Developers,https://www.meetup.com/AMDEV-Atlanta-Microsoft-Developers/,"",Are you looking for a Microsoft related networking group that meets monthly inside the perimeter? Veredus is sponsoring and hosting a monthly user group in Buckhead that focuses on Microsoft technologies. The group will meet on the 2nd Tuesday of each month.,666
Internet Marketers of Georgia = IMOG,https://www.meetup.com/internetmarketersofgeorgia/,"","If you are in the Atlanta area, and want to learn from great internet marketing experts, this is place to get together with other internet marketers and people wanting to learn the in's and out's of the Internet Marketing. We'll discuss...

• Internet Marketing (and Hybrid Marketing)
• Websites That Sell
• Digital Sales Funnels
• Making Money From Scratch
• Affiliate Marketing
• Driving Traffic
• Paid Advertising (Facebook, Google, Bing, YouTube, Twitter, etc)
• Social Media
• Selling and Conversion
• List Building
• and much more

Internet Marketing is such a large topic and we'll be tackling and making sense of them all! :)

Join Now.",661
Tyrannosaurus Tech - Atlanta,https://www.meetup.com/Tyrannosaurus-Tech-Atlanta/,https://secure.meetupstatic.com/photos/event/6/3/8/b/600_457645483.jpeg,"Calling all tech enthusiasts and dreamers! This group is for anyone interested in technology, innovation, startups, web development, mobile development, web design, and general networking opportunities surrounding these and other topics. Tyrannosaurus Tech (http://www.tyrannosaurustech.com/) is a boutique software development firm located in Atlanta, GA. We're a group of geeks and love what we do so, this group is simply a means for us to meet other interesting folks in the area and share insights on trends and topics that excite us. Come join us for a casual get together soon!

http://photos3.meetupstatic.com/photos/event/b/0/e/600_452942830.jpeg",659
Geekspace Gwinnett,https://www.meetup.com/Geekspace-Gwinnett/,https://secure.meetupstatic.com/photos/event/6/b/e/3/600_450807619.jpeg,"We are a makerspace in Gwinnett County, Georgia.

What is a makerspace? See Wikipedia for more: http://en.wikipedia.org/wiki/Hackerspace

In short, we're a place where programmers, electronics hackers, robotics enthusiasts, costumers, artists, modelmakers, gamers and other like-minded types can come together and work on projects.

We are located in Lawrenceville, GA, close to SR20 and SR316.

http://www.geekspacegwinnett.org",655
eXcelerate SQL Basics,https://www.meetup.com/SQL-Basics/,https://secure.meetupstatic.com/photos/event/8/2/5/5/600_466953365.jpeg,This is a group for anyone interested in learning all things SQL from start to finish.,645
Social Media Marketing For Business,https://www.meetup.com/Social-Media-For-Business-1/,https://secure.meetupstatic.com/photos/event/9/8/a/5/600_456159077.jpeg,"This group consists of Business Owners, Entrepreneurs, and Bloggers that want to take the mystery out of Social Media Marketing strategies that work for business! This Group is also connected with Social Media For Business Atlanta so there's no need to join both groups.

You can expect to learn successful Social Media strategies, hacks, and tips that you'll be able to immediately implement in your business. Facebook, Twitter, Pinterest, Instagram, YouTube and more!

We will have in-person Workshops, as well as Webinars and candid roundtable discussions.

This is the right Meetup group for you if:

- You're new to Social Media Marketing for Business and looking to learn successful Social Media Marketing hacks, tips, and strategies.

- You feel frustrated because you're not seeing results from your current Social Media Marketing efforts.

- You feel stuck because you're not sure what to post or what works in Social Media Marketing.

- You're ready to take Social Media Marketing to the next level for your business.

- You want to become a Social Media Marketing Professional.

Let's face it, Social Media is not going anywhere, so come and learn the latest Social Media Marketing tactics that work.

Join us today!",634
Latino/a Developers of Atlanta,https://www.meetup.com/Latino-a-Developers-of-Atlanta/,https://secure.meetupstatic.com/photos/event/e/0/1/5/600_455277365.jpeg,"We're a group of individuals interested in developing, promoting, fostering, strengthening, and improving the Latino/a tech community in Atlanta. Come hang out, grab a beer, and meet other latinos who love tech and startups.",629
CoderDojo McDonough,https://www.meetup.com/CoderDojoMcDonough/,"","Tentative dates for coding sessions:

April 23
May 21
June 11
July 16
August 20
September 17
October 15
November 19

CoderDojo McDonough is a free program brought to you by developers in Henry County. CoderDojo is a worldwide non-profit group founded to teach young people (ages 7-17) to code. Our sessions are located at the McDonough Public Library and are open to all Henry County youth and parents/guardians.

Please join our Meetup if you are a parent or guardian of a student interested in attending CoderDojo McDonough coding sessions. Also adults interested in volunteering with CoderDojo McDonough are welcome to join. The primary benefit of joining our Meetup is you will be notified when we set dates for our monthly coding sessions.

Please consider mentoring! We are seeking developers at all skill levels who are interested in mentoring local youth at CoderDojo McDonough. Please signup to be a volunteer or mentor here: http://www.coderdojohenry.com/MentorSignup

Important note: you must be a parent or older than 18 to sign up on this meetup site:
This site is for parents or people over the age of 18 to help us with events and to see how many people to expect at events. If you are under the age of 18, you may not sign up on this site or RSVP for events. Instead, you must have your parent or 18+ guardian do so for you. More importantly, your parent or 18+ guardian must attend all events with you. This is in accordance with Meetup, CoderDojo, and Library policies.",629
Atlanta Software Craftsmanship,https://www.meetup.com/atlanta-software-craftsmanship/,https://secure.meetupstatic.com/photos/event/6/0/c/e/600_119904782.jpeg,"Atlanta Software Craftsmanship is a group of software professionals based in the Atlanta area. We are interested in advancing our craft and improving our own skills.

Follow us on Twitter https://twitter.com/atlswc",629
ADP® Atlanta Data Science Meetup,https://www.meetup.com/ADP-Atlanta-Data-Science-Meetup/,https://secure.meetupstatic.com/photos/event/1/a/e/3/600_442026883.jpeg,"The ADP® Data Science Lab is located in Tech Square. This meetup is for undergraduate and graduate students who are interested in a career in data science.

We have internships available - contact us for more information!",624
"Cloud, Big Data, and Data Science Group of Atlanta",https://www.meetup.com/Cloud-Big-Data-and-Data-Science-Group-of-Atlanta/,https://secure.meetupstatic.com/photos/event/7/b/2/f/600_435751535.jpeg,"This is a group for anyone interested in Cloud, Big Data, Data Science, Google Cloud, Amazon Web Services, OpenStack, Spark, Hadoop, Pig Latin, Hive, Docker, Machine Learning, Salt, etc. All skills levels are welcome. We started this group to share knowledge and to meet other Cloud, Big Data and Data Science enthusiasts. Looking forward to meeting you. We would like to thank Rackspace Inc. for graciously providing the meetup space.",623
Learn to Code Atlanta,https://www.meetup.com/Learn-to-Code-Atlanta/,https://secure.meetupstatic.com/photos/event/6/c/5/4/600_463947732.jpeg,"Have you ever thought about learning to code but weren't sure how to get started? Let's meet and explore the fundamentals of programming, including how to write code as well as how to develop an attitude that will enable us to quickly learn new technologies. Each meetup will be led by an expert who will guide us in a new skill or concept, and help us get started with programming, whether as a career or as a hobby. Here are some example workshops: • HTML / CSS Workshop: Let's build a website • Web Dev 101 Workshop • Intro to Javascript • Intro to Angular JS We will also host some intermediate to advanced workshops. All levels are welcome to attend :)",622
Atlanta Quality Assurance Association (AQAA) Meetup,https://www.meetup.com/Atlanta-Quality-Assurance-Association-AQAA-Meetup/,https://secure.meetupstatic.com/photos/event/2/9/4/3/600_451990563.jpeg,"If you are interested in Software Development and a focus on delivering Quality products - come join others with that same goal. Learn from others through interaction with others and dynamic speakers exchange of information about Quality Assurance, Software Testing, and latest trends in our industry. Get help from others if you are wanting to get into the industry or if you are looking for a job.",620
Black Men Code,https://www.meetup.com/Black-Men-Code/,https://secure.meetupstatic.com/photos/event/7/e/c/6/600_451352454.jpeg,"Black Men Code is a non-profit organization with the mission to provide free and low-cost computer science education to underrepresented males. We seek to serve underrepresented males in grades 6-12, undergraduates and professionals. Please join if you are interested in either full-time Summer or after-school courses for your Middle School student, weekend programming courses for adults, tutoring referrals for Middle School, High School and Adult education, events to support access to jobs in software development and IT and networking for entrepreneurship.",618
Podcast Atlanta,https://www.meetup.com/Podcast-Atlanta/,https://secure.meetupstatic.com/photos/event/f/5/f/600_465843935.jpeg,"The mission of Podcast Atlanta is to provide monthly venues for experienced, new or aspiring podcasters. We meet to discuss all the topics related to podcasting. Plus, it gives us all a chance to get to know and support one another while we learn and grow our shows. Everyone from hobby podcasters to full-time professionals are welcome to join Podcast Atlanta for free.",613
Alpharetta -Agile User Group,https://www.meetup.com/Alpharetta-Agile-User-Group/,https://secure.meetupstatic.com/photos/event/3/d/e/6/600_455475846.jpeg,"For the people who want to know more about Agile, want to learn how to do it better, want to find resources and chat about it!

Meeting time: Usually last Tuesday of each month unless it is otherwise specified.

Meeting location: The location varies due to space availability. For 2016 and 2017 it will be Fire and Brimstone Tavern.",604
The Maker Station,https://www.meetup.com/The-Maker-Station/,https://secure.meetupstatic.com/photos/event/c/e/4/3/600_450892803.jpeg,"https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/8/7/7/a/600_385534682.jpeg

About The Maker Station

The Maker Station Inc is home to a vibrant community of makers from the greater metro Atlanta regionServes the interstate corridor northwest of Atlanta, GA, including Smyrna, Vinings, Marietta, Kennesaw, Acworth, Woodstock and surrounding areas

The makerspace / hackerspace is a collaborative, shared workspace where curious and like-minded folks come together to work on projects, discover new areas of interest, develop a new business idea, or simply grow their personal hobbies.

The makerspace is a 100% volunteer driven 501c3 non-profit corp serving the interstate corridor northwest of Atlanta, GA. This includes Symrna, Marietta, Kennesaw, Acworth, and surrounding metro areas. We started our journey in 2014 to build a makerspace close to home and welcome all interested community members to help grow and shape this makerspace / hackerspace into a thriving, collaborative environment.
More info at www.theMakerStation.com (http://www.themakerstation.com/) and also Facebook (https://www.facebook.com/themakerstation/) and Instagram (http://www.instagram.com/themakerstation)",587
Atlanta Internet Video Marketing Association Meeting,https://www.meetup.com/ATIVMA/,https://secure.meetupstatic.com/photos/event/7/0/4/a/600_431668746.jpeg,"The Atlanta Internet Video Marketing Association is designed to keep its members up to date on all the latest techniques for video search engine optimization and generally improve the marketing capability of video on the internet. It is especially useful for video production companies, internet developers and marketers. It's a great place for those representatives to network and collaborate.
ATIVMA brings in speakers of interest to video marketers. Please visit the ATIVMA web site to find out more.
http://www.ativma.org (http://www.ativma.org)
Donna Davis of Innova One Productions is the organizer
http://www.innovaoneproductions.com (http://www.innovaoneproductions.com)",582
ALT.NET Atlanta Pragmatic Programmers,https://www.meetup.com/AtlAltDotNet/,https://secure.meetupstatic.com/photos/event/a/7/3/e/600_4902814.jpeg,"Meet Atlantans interested to learn pragmatic ways for developing and delivering .NET based software. See http://ATLALT.NET/screwturn to learn more about this brand new group and our goals. Based on the ALT.NET approach, we are Passionate, Pragmatic, and Progressive. From http://altnetpedia.com : ""We are a group of .NET developers who are passionate about improving the way we develop software. We recognize there is no single solution, but instead there are multitudes of alternatives that can be applied to different situations. Our community is a place for sharing these alternatives, so that together we can learn, teach, and encourage new ideas. - You're a developer who uses what works while keeping an eye out for a better way. - You reach outside the mainstream to adopt the best of any community: Open Source, Agile, Java, Ruby, etc. - You're not content with the status quo. Things can always be better expressed, more elegant and simple, more mutable, higher quality, etc. - You know tools are great, but they only take you so far. It's the principles and knowledge that really matter. The best tools are those that embed the knowledge and encourage the principles.""",572
Rails Girls Atlanta,https://www.meetup.com/Rails-Girls-Atlanta/,https://secure.meetupstatic.com/photos/event/6/7/f/f/600_450386623.jpeg,"A meetup for women* of all skill levels in the Atlanta area wanting to improve their software development knowledge using Ruby on Rails. Beginner and seasoned pro friendly.

*We also welcome men to our group when accompanied by an interested lady; otherwise, may we direct your attention to http://www.meetup.com/atlantaruby/",557
Georgia Oracle Users Group Meetup (GaOUG),https://www.meetup.com/Georgia-Oracle-User-Group-GaOUG/,https://secure.meetupstatic.com/photos/event/9/f/d/0/600_454780912.jpeg,"GaOUG now has a Meetup Group! If you are an Oracle professional, user, or enthusiast in Georgia, consider joining our Meetup Group. GaOUG is a professional Oracle User Group headquartered in Atlanta, Ga. The user group was established over 20 years ago with the purpose of bringing together Oracle Professionals for the purpose learning and networking.

Mission:

Grow the Oracle user community throughout the metro Atlanta area and the State through networking opportunities hosted by the User Group. These goals are achieved by:

• Providing educational events related to Oracle Technologies

• Foster an environment of open communication between our members, other user groups, and the large Oracle community.

• Distribute information using our social media outlets.

• Visit our Facebook Page

• Follow us on Twitter, and

• Join us on LinkedIn

Whether you consider yourself technical or functional, beginner or expert, developer or user, we welcome you to join the discussion. So, if you have an interest in any or all things Oracle check us out.

Thanks,

-GaOUG Board of Directors",555
Atlanta Cyber Security for Control Systems,https://www.meetup.com/Atlanta-Cyber-Security-for-Control-Systems/,https://secure.meetupstatic.com/photos/event/6/9/b/8/600_437967064.jpeg,"This is a group for professionals involved in Cyber Security for Automated Processes and Control Systems including security for Operating Technology (OT), Industrial Control Systems (ICS), SCADA Systems, Transportation Systems, Building Control Systems (BCS), and even emerging Internet of Things (IoT) systems.

Our goal is to connect the professionals in the greater Atlanta area with real interest or responsibility for the cyber security of these types of systems. The plan so far is to meet at least once a month for purposes of education, information exchange, and discovery of new opportunities and, yes, perhaps a few happy hours!",550
Atlanta Mobile App Business Meetup,https://www.meetup.com/Atlanta-Mobile-App-Business-Meetup/,"","This meetup is all about apps and business. Put those two together, you have this meetup. Still not sure? You will meet others who are working in the mobile app business. You will learn how businesses around the city are using mobile apps in their operations. You'll meet mobile developers, marketers and entrepreneurs who are excited about the future of mobile applications. Not yet in the mobile app business? Come anyway, get involved. We'll discuss: app marketing trends in mobile usage things that work things that don't monetization user acquisition how to build engaging user experiences on mobile (touch driven experiences) We'll highlight our members apps and help them find traction. We'll help non-technical people find apps that work in their business. We'll share interesting apps with one another. This is a business focused mobile app networking group. It will be a success if we can help Atlanta continue it's trend towards being a mobile hub of innovation and business success. It is NOT a developer meetup. Our topics will lean heavily towards marketing, business and user experience.",541
Kubernetes Atlanta Meetup,https://www.meetup.com/Kubernetes-Atlanta-Meetup/,https://secure.meetupstatic.com/photos/event/7/b/6/0/600_458971584.jpeg,"Meet other developers and users of Kubernetes. Kubernetes is an open source orchestration system for Docker containers. It handles scheduling onto nodes in a compute cluster and actively manages workloads to ensure that their state matches the users declared intentions. Kubernetes can run almost anywhere, including Google Compute Engine, Vagrant, CoreOS, Azure, vSphere, RackSpace, etc. Learn more about Kubernetes at http://kubernetes.io",524
AlphaRetta Ventures & Incubator,https://www.meetup.com/AlphaRetta-Ventures-Incubator/,https://secure.meetupstatic.com/photos/event/a/f/3/c/600_439844860.jpeg,"Alpharetta GA is home to many Fortune 100 and 500 companies. From the likes of AT&T, HP, ADP McKesson, Siemens, Verizon, and many more. The Alpharetta High-Tech corridor spans from Mansell Rd to Windward Pkwy and is lined with high speed fiber optics cables throughout the city. I do attend several Meetup's in Atlanta and find it difficult to attend these events after hours. I have this burning desire to not only participate in a startups, but to have Alpharetta eventually competing with Silicon Valley. I am sure there are many others who would gamble their free time to be part of something more exciting and possibly more rewarding. Our meeting will basically look at ideas, resources and funding to produce winners. I have more than enough ideas to get this started and will be happy to bring others on board to make this venture a success.",521
Alpharetta Artists and Techies,https://www.meetup.com/Alpharetta-Artists-and-Techies/,https://secure.meetupstatic.com/photos/event/3/4/9/6/600_451393462.jpeg,"Though many see art and technology as somewhat at odds, the fact is that they have long existed and developed collaboratively. Leonardo da Vinci, Su Song, and Jung's Artist-Scientist archetype each demonstrate the power that can be obtained by combining the two disciplines. Alpharetta hosts over 600 technology companies and numerous art communities and guilds, yet there is infrequent crossover between the two. This group is intended to be an active bridge between both communities thru demonstrations, lectures, and activities. Each meeting will feature one speaker from the arts community, and a one speaker from the technology community. Please join us as we explore how to combine the tremendous talent available in this city and surrounding areas.",511
Code Career Academy Meetups - Gwinnett,https://www.meetup.com/Code-Career-Academy-Meetups-Gwinnett/,https://secure.meetupstatic.com/photos/event/3/7/6/f/600_459374191.jpeg,"Code Career Academy is the place for both learning how to start your career in software development as well as accelerating your existing career by staying current on the latest technologies and trends. We host frequent MeetUps for free on a wide variety of technical and career related topics.

We also host paid events from time to time in addition to our free meetings.

If you want to learn about software development in Gwinnett, we've got you covered!

Be sure to check out our website at CodeCareerAcademy.com (https://codecareeracademy.com).",506
Big Bang Data Science & Analytics Solutions - Georgia,https://www.meetup.com/big-bang-Data-science-Solutions/,https://secure.meetupstatic.com/photos/event/c/e/4/0/600_467032800.jpeg,"Welcome to Big Bang Data Science Solutions Inc

Big Bang Data Science Solutions trains individuals and corporations on translating large, structured and unstructured, complex data into information to improve decision making. Our advanced curriculum includes a heavy emphasis on Data Science programming (R & Python), Data Visualization Machine Learning, and Deep Learning from Zero to Hero. It also helps clients uncover actionable insights to drive competitive advantage and capture business value.

We help individuals starting in data science-related fields or those seeking to improve their data science skills in data preprocessing, data mining, visualization, machine learning, and deep learning. We offer in-depth courses to fit your needs on your data scientist pathway, by interacting synchronously with instructors and utilizing industry tools and languages.

We help organizations integrate and operationalize data analytics solutions, enabling them to gain visibility into previously opaque or hard to measure processes; empowering our clients to make smarter business decisions.

Our team of data science professors, data experts, consultants, and data scientists leverage proven analytics methodologies, tools, and best practices to define the right analytics training and solutions for you and your organization. We help prepare clients to solve complex business challenges with specific use cases to drive future growth.

Our programs Include:

End to End Data Science Program

http://www.bigbang-datascience.com/data-science-12-weeks-program-details/

Practical Machine Learning with Python Scikit-Learn Program

http://www.bigbang-datascience.com/practical-machine-learning-with-python-scikit-learn-details/

Practical Deep Learning with Python TensorFlow Program

http://www.bigbang-datascience.com/practical-deep-learning-with-tensorflow-details/

SAP ARIBA (8 weeks)

http://www.bigbang-datascience.com/cloud/

Program Highlights:

• Hybrid classes (Virtual and physical)

• Flexible schedule (Evenings and weekends)

• 36 + LABS (12 Tableau Labs - 12 Python Labs - 12 R Labs and more )

• 3 + Cohort Projects & 1 Group Project

• 12 + Mini projects (R & Python)

• Extensive Live Online Training

• Instructor-Led Course

• Training Video Recordings

• Quality Training Materials

• Two-Way Interactive Sessions

• Job Oriented Training

• Mock Exam/ Graded Assessments

• Professional Certificate

• Interview Prep Job Placement and Placement Guidance

• Repeat any time at no cost

• Extra help if needed 24/7

Happy Data Science Journey!

Mo Medwani

Medwani@hotmail.com
6782099780",503
CodeNewbie Atlanta,https://www.meetup.com/CodeNewbie-Atlanta/,https://secure.meetupstatic.com/photos/event/3/9/5/8/600_451574680.jpeg,"If you're learning to code and are looking for a friendly group in the Atlanta area to code with, join CodeNewbie Atlanta! Learning to code is much easier when you do it with others :)",501
"Projects for Developers, CS Majors, and UX Designers",https://www.meetup.com/Projects-for-Developers-CS-Majors-and-UX-Designers/,https://secure.meetupstatic.com/photos/event/d/0/5/7/600_462533335.jpeg,"You've learned a lot. You have learned to develop and do some programming. Whether its for back end, front end, or anything else, you've gained a skill that involves a lifetime of learning.

But the thing about languages is you have to apply it. Use it or lose it. Expand or contract.

Here at PDCU (Projects for Programmers, CS Majors, and UX Designers), we provide opportunities to apply these skills to interesting projects. These projects are actually business ideas created by non-tech entrepreneurs. so, whether you just need some more experience or are interested in becoming a co-founder, we ideas a teammates waiting for you!

At the meetup, you can mix with someone who has an idea or select from the Idea Menu. From there, you can get started developing while your teammate fleshes out the market strategy, etc.

How easy can it be for you to fall into the next wave of Atlanta entrepreneurs? Just show up! :)",499
